Age;Work_Type;Marital_Status;Level_Education;Delinquent_Credit;Housing_Credit;Personal_Credit;Contact_Month;Contact_Day_Week;Call_Duration;Number_Calls
49;0;1;3;1;0;1;8;5;3;1
59;8;0;1;1;1;1;3;5;2;4
54;10;0;3;0;0;0;9;2;5;2
37;3;0;1;1;1;0;7;3;4;2
20;6;2;0;0;0;0;7;4;1;5
55;5;0;2;1;0;0;10;1;6;2
34;10;1;2;0;0;0;9;5;2;1
50;0;0;3;1;1;0;7;5;2;5
33;2;0;3;0;1;1;2;3;1;4
56;5;2;3;1;1;0;11;1;2;2
56;8;2;2;0;1;0;10;1;6;4
38;3;1;3;1;0;0;9;3;5;4
29;5;2;3;0;0;1;3;4;4;2
54;4;1;0;1;1;0;6;5;5;4
42;9;0;0;1;0;1;2;2;4;3
24;4;0;0;1;1;1;11;2;6;4
55;4;0;1;1;1;1;2;2;5;5
60;2;0;0;0;0;0;9;2;5;4
21;1;0;2;0;0;1;7;5;2;4
30;7;2;2;1;1;1;4;4;6;5
26;7;0;2;1;1;1;11;2;3;1
51;6;1;0;1;0;1;10;2;4;1
20;0;1;3;0;0;0;5;5;5;5
25;3;1;0;0;1;0;3;5;6;3
60;4;2;0;0;1;0;7;3;5;2
27;4;1;3;1;1;0;3;3;4;4
22;9;1;1;1;1;1;2;4;4;4
49;5;0;0;0;1;1;8;3;1;3
38;9;0;0;1;1;1;7;4;1;1
43;1;0;0;0;1;0;5;1;4;1
25;10;0;0;0;1;1;9;4;1;2
20;5;2;0;0;0;0;3;3;5;4
43;2;2;1;0;0;1;8;4;2;1
28;0;1;3;0;0;0;7;3;3;2
46;0;2;2;1;0;0;5;3;3;5
29;2;2;3;1;1;0;4;3;1;1
52;9;1;3;0;1;0;12;5;6;4
25;1;1;3;0;1;1;6;4;4;1
41;0;0;2;0;1;0;10;2;1;2
34;9;2;1;0;0;1;9;2;4;3
29;2;0;2;1;0;0;6;2;4;2
27;0;2;2;0;0;1;10;5;6;4
24;7;2;2;1;1;0;2;1;2;1
36;5;1;3;0;1;1;4;4;5;3
55;4;1;3;1;1;1;5;3;6;3
57;8;2;3;0;0;1;6;1;3;2
24;10;1;0;1;0;0;4;3;1;1
27;2;2;2;0;1;0;10;1;1;3
23;9;1;2;0;1;1;8;1;4;1
28;2;1;2;1;0;0;3;5;1;5
23;1;2;2;1;1;0;3;5;4;4
44;4;2;1;0;1;0;3;5;4;1
57;5;0;0;1;1;1;2;5;4;1
54;1;0;3;1;0;1;3;4;6;4
39;5;0;2;0;1;0;3;1;5;3
47;9;1;0;0;0;0;5;3;2;3
36;7;1;1;0;0;1;3;1;2;1
60;5;2;3;1;0;0;11;2;4;5
47;7;0;1;1;1;1;6;2;1;4
31;4;0;2;1;1;1;9;2;5;2
51;0;0;1;0;1;1;11;3;2;3
24;7;0;3;0;1;1;3;3;4;4
58;9;0;2;1;0;0;9;3;1;4
32;4;0;0;0;1;1;9;5;4;3
30;0;1;1;1;1;1;2;4;3;2
20;9;0;3;1;0;0;3;2;5;4
37;0;1;2;0;1;0;2;3;3;3
20;7;0;3;0;0;1;10;4;4;2
47;5;0;3;0;0;0;4;4;5;5
44;9;2;3;1;0;0;9;1;3;3
33;1;2;0;1;0;1;11;2;5;4
58;1;1;0;1;1;0;2;5;3;2
56;2;1;0;0;1;1;8;3;6;2
41;3;2;0;0;1;0;11;5;2;1
55;5;1;1;1;1;0;2;1;1;5
42;8;1;1;0;1;1;6;5;3;1
22;10;2;0;1;1;1;7;5;4;5
54;9;1;3;0;0;0;5;3;2;1
27;0;1;2;1;0;1;3;5;2;2
31;0;2;1;0;0;1;3;5;4;1
20;3;1;3;0;1;1;11;5;4;5
43;4;2;3;1;1;1;7;1;1;2
30;5;1;1;1;0;1;10;3;5;4
32;9;2;0;0;0;0;7;5;1;1
53;9;1;3;1;1;0;8;1;4;2
33;10;1;2;1;0;1;3;3;1;1
25;10;2;2;1;0;1;10;3;2;2
51;5;1;0;1;0;1;4;1;3;4
20;0;1;2;1;1;0;12;3;3;5
29;4;0;2;0;0;0;6;1;3;2
38;1;0;1;0;1;0;8;2;6;3
50;0;1;2;1;0;1;9;5;3;3
45;7;2;1;0;1;1;3;1;1;4
33;0;0;1;0;0;0;2;3;1;5
51;4;1;0;1;0;0;5;3;1;3
39;0;0;3;1;0;1;8;3;4;2
39;9;2;3;0;0;1;6;5;2;1
42;7;1;2;0;1;1;8;3;2;5
30;9;2;2;1;0;0;5;4;5;5
33;5;1;2;1;1;1;2;2;2;3
34;8;1;3;0;1;1;10;2;5;3
50;7;0;2;0;1;1;2;1;6;4
40;1;1;1;1;0;1;7;2;4;1
22;3;0;2;0;1;0;5;2;4;3
22;6;2;1;0;0;1;4;1;6;1
36;9;2;3;0;1;0;11;4;5;1
21;4;1;0;0;0;1;7;2;4;5
40;1;2;1;0;1;1;10;3;3;1
50;5;1;3;0;1;1;8;4;4;1
53;8;1;3;1;1;0;12;1;5;3
55;6;0;0;1;0;1;5;4;1;1
31;10;0;1;0;0;1;9;2;6;4
21;1;0;0;0;1;1;9;4;3;1
60;6;0;2;1;1;1;2;1;5;2
45;8;0;0;0;1;1;2;4;4;5
47;8;2;2;1;1;1;11;1;5;4
35;2;2;0;1;1;1;3;5;1;1
59;10;0;3;1;0;0;10;3;6;5
21;8;2;3;0;0;0;7;1;3;4
42;8;0;1;1;1;1;7;1;4;3
33;1;1;3;0;0;0;6;1;5;5
53;2;2;0;1;0;0;12;3;3;4
50;10;2;1;1;0;0;11;5;4;2
58;4;0;1;1;0;1;10;2;5;5
53;5;2;2;1;1;0;2;5;5;4
40;4;2;2;0;0;0;6;3;3;4
20;6;1;0;0;1;0;11;4;1;2
37;10;1;3;1;1;0;8;3;3;2
39;0;1;0;1;1;1;11;1;6;4
25;7;1;3;1;1;1;3;3;4;3
46;6;0;3;0;1;0;3;4;3;3
56;1;1;0;0;0;1;2;5;6;4
38;6;2;1;0;1;0;9;5;1;3
40;0;1;0;1;0;1;4;4;2;5
30;1;0;2;0;0;1;7;1;2;5
33;9;2;1;0;0;1;5;1;4;4
26;7;2;3;1;0;1;6;3;2;2
45;6;2;2;0;1;1;6;2;1;3
45;4;1;2;0;1;1;12;5;4;2
58;2;0;2;0;0;1;5;3;2;1
26;7;1;3;1;1;0;10;3;3;5
59;0;2;1;1;1;1;5;2;6;4
24;9;0;0;0;1;1;3;4;5;1
24;6;0;3;1;1;1;12;4;5;4
59;2;1;1;1;0;0;9;4;1;4
38;6;2;0;0;1;1;6;3;5;1
42;6;1;0;0;1;1;2;2;1;3
47;6;1;1;0;1;1;4;5;2;3
29;7;0;0;0;1;1;2;3;6;2
53;1;1;0;1;0;0;6;5;2;3
47;5;2;2;0;0;1;11;4;2;1
29;0;2;2;1;0;1;7;1;4;1
43;7;1;2;0;0;1;6;3;1;2
57;1;1;1;0;0;1;5;1;2;3
38;1;2;2;1;0;1;3;1;6;4
21;5;0;0;0;1;1;7;1;3;2
26;5;1;0;1;1;0;11;5;4;4
31;5;1;3;0;0;1;2;5;3;5
51;10;0;2;0;1;0;9;4;6;4
53;6;0;0;1;0;0;5;1;6;4
33;4;1;3;0;0;0;8;5;3;1
29;4;2;0;1;1;0;8;1;5;1
20;4;2;2;0;0;0;7;3;1;1
28;0;1;3;1;0;1;4;2;5;1
46;4;1;0;1;0;1;3;2;6;3
41;5;0;3;0;1;1;9;2;5;2
42;2;1;3;1;0;0;4;4;5;2
55;1;2;1;1;0;1;9;2;5;1
42;8;2;3;1;1;0;6;2;5;2
42;10;2;1;1;0;1;5;1;1;2
31;8;2;2;1;1;1;11;2;3;3
46;0;2;3;1;0;1;5;3;2;1
33;3;2;2;1;1;1;8;4;2;3
23;8;1;2;1;1;1;6;4;2;1
46;4;0;1;0;1;0;11;1;5;2
33;4;0;3;1;0;1;2;2;3;5
46;9;0;0;0;0;0;10;4;2;4
33;8;2;3;1;1;1;6;3;4;2
56;9;2;1;0;1;1;4;2;1;1
24;0;2;2;1;1;0;2;4;3;1
24;1;0;2;0;0;0;3;1;5;5
30;2;0;2;0;0;0;5;5;1;3
49;6;2;1;1;1;1;10;1;4;2
22;1;0;0;0;0;0;6;3;4;1
46;4;1;3;0;1;0;5;4;2;3
27;2;2;1;0;0;0;10;4;5;3
23;3;1;2;1;0;0;10;1;5;2
49;3;1;2;0;0;1;6;1;5;4
33;0;2;2;0;0;1;7;2;5;2
49;9;2;3;1;1;1;8;4;1;3
55;7;0;2;1;1;1;10;4;4;3
33;8;2;0;0;1;1;2;2;2;4
51;1;1;1;1;1;1;12;3;4;2
58;1;2;0;1;0;1;5;4;1;3
30;1;0;0;0;0;0;11;2;5;2
38;4;2;1;1;1;0;6;4;2;5
44;6;1;0;1;1;1;5;1;4;3
23;5;2;2;0;1;0;12;1;4;1
20;9;1;0;0;0;1;10;1;1;4
42;3;1;1;0;1;0;4;3;6;1
21;9;2;3;0;0;0;8;1;2;5
30;7;1;3;0;0;1;2;5;3;2
31;10;2;0;0;0;1;10;1;3;5
44;10;1;1;0;0;0;8;4;2;1
20;1;1;1;1;0;0;10;4;1;4
34;3;2;3;1;1;0;7;4;6;1
33;1;1;2;1;1;1;5;5;3;2
54;3;1;1;0;0;1;12;5;2;1
31;10;2;2;0;0;0;4;1;3;4
54;7;1;3;0;0;0;12;1;4;1
37;8;0;1;0;1;0;11;2;2;2
60;6;1;3;1;1;0;12;2;6;1
35;1;1;0;0;0;1;11;3;4;3
44;3;0;2;0;1;0;12;3;6;5
45;4;0;0;1;0;1;3;5;1;3
29;3;2;0;0;1;0;8;4;6;2
59;6;0;2;0;0;0;7;4;5;5
27;9;0;0;0;1;1;12;4;1;2
50;6;0;1;1;1;1;9;3;4;5
56;7;0;3;0;1;0;7;2;2;5
54;5;1;3;0;1;0;3;1;4;1
60;0;0;0;0;1;0;9;1;2;2
24;1;1;1;1;0;1;6;1;3;2
46;9;0;1;0;0;1;12;1;5;3
22;1;1;0;1;1;1;2;4;4;3
26;0;2;0;0;0;1;3;1;1;5
48;8;1;1;0;1;1;9;2;2;1
54;6;0;3;0;0;1;2;5;5;1
34;2;1;2;0;1;1;8;2;1;4
28;4;0;1;1;1;0;10;4;6;5
37;4;1;1;0;1;1;7;5;4;4
58;6;0;2;0;1;1;4;4;3;2
27;0;0;0;0;0;0;3;2;4;5
42;4;1;1;0;1;0;9;3;3;3
53;6;1;1;0;0;0;2;5;5;2
38;2;0;3;1;1;0;3;1;3;3
39;7;2;0;0;1;1;3;2;1;4
60;3;1;1;1;0;0;12;1;2;4
24;8;0;0;0;1;1;9;3;2;5
36;6;0;3;1;0;0;3;3;2;2
44;1;1;2;0;0;0;7;4;6;5
28;5;2;2;0;1;0;9;3;5;4
35;8;1;2;1;1;0;9;3;5;2
33;3;2;2;0;0;0;6;5;3;3
59;4;2;3;1;1;1;5;1;2;4
30;5;2;2;0;0;1;2;1;4;4
50;7;2;1;1;0;1;3;1;1;1
24;8;0;1;1;0;0;10;3;3;3
40;6;1;1;1;0;0;11;5;6;3
35;0;0;3;1;0;1;11;5;5;4
57;0;2;2;0;1;0;11;4;2;4
33;9;1;2;1;1;0;2;5;1;2
34;4;0;1;0;0;1;3;2;4;1
34;10;2;1;1;1;0;4;1;1;2
60;10;0;1;1;0;1;9;4;2;1
59;4;2;1;0;1;1;8;3;5;3
60;4;1;2;0;0;0;5;3;2;4
58;1;2;1;0;1;0;8;5;3;5
58;2;0;3;0;0;1;6;4;6;4
50;1;1;1;0;0;0;4;5;2;3
31;9;1;2;1;1;1;9;2;3;3
53;0;0;1;0;1;0;2;5;5;3
52;7;2;0;1;1;0;2;1;1;4
22;5;2;3;0;1;0;2;1;5;5
33;5;1;2;1;0;1;3;4;2;4
53;8;1;3;1;0;0;7;1;6;4
25;10;1;1;0;1;0;6;3;3;2
34;10;2;1;1;0;1;4;3;6;4
33;9;1;3;0;1;0;10;3;5;3
23;8;0;3;1;0;0;5;3;1;1
26;6;2;0;0;1;0;11;5;2;2
34;6;0;0;1;1;1;7;3;2;2
28;7;2;2;0;0;1;3;3;5;1
24;10;0;1;0;1;0;11;2;6;2
35;4;2;0;1;0;0;5;3;5;2
48;1;0;3;0;1;0;5;1;5;3
46;10;0;2;1;0;1;8;1;2;1
45;3;2;3;1;1;0;9;4;5;3
28;0;2;3;1;1;0;6;4;4;4
52;9;0;1;0;1;0;4;2;4;4
22;10;2;0;1;0;0;8;3;1;4
42;10;2;1;0;1;0;8;5;1;3
22;1;2;0;1;0;1;7;1;5;1
31;10;2;1;1;0;0;5;5;6;5
30;6;1;1;1;1;1;4;4;3;3
44;0;1;1;0;0;0;2;4;1;2
59;4;2;2;0;0;0;11;4;5;5
25;0;0;3;0;0;1;8;5;6;2
25;7;0;2;0;1;0;6;1;2;3
46;4;1;0;1;1;0;12;4;4;4
48;8;1;1;1;1;0;9;1;1;4
54;8;2;1;0;1;0;4;4;2;2
31;4;0;0;1;1;0;10;1;5;5
42;9;2;3;0;1;1;12;3;3;5
24;1;0;0;1;0;1;10;4;3;4
23;7;1;0;0;0;1;11;3;3;4
35;6;1;2;1;1;1;4;5;5;4
46;6;0;2;0;1;0;11;5;2;2
40;10;1;1;0;0;0;9;4;3;3
51;7;0;1;0;1;0;6;1;5;2
33;5;1;3;0;1;0;3;4;2;1
33;3;1;3;0;1;1;10;4;4;4
20;10;0;2;1;0;1;4;3;1;2
38;4;2;1;0;1;0;2;5;4;1
47;8;0;2;0;0;1;9;1;5;5
32;5;0;2;0;1;1;4;2;1;3
34;3;2;2;1;1;1;11;5;6;2
56;8;0;3;1;1;0;11;1;6;1
20;0;1;1;0;0;1;8;1;6;1
35;8;2;2;0;1;0;7;3;3;1
47;6;2;0;0;0;1;9;3;4;4
57;5;1;0;0;1;1;8;1;4;4
41;6;0;2;0;0;1;11;2;4;4
30;10;2;3;1;1;0;10;1;4;1
47;3;0;1;1;0;0;2;5;4;3
60;1;1;0;0;0;1;2;4;1;4
40;6;1;0;0;1;0;3;1;6;2
48;2;1;1;1;0;0;6;1;6;4
21;10;2;2;0;0;1;11;4;6;2
46;9;1;3;0;1;0;11;1;4;5
43;8;2;3;0;0;1;2;3;4;1
54;0;2;0;0;1;0;4;3;5;3
21;3;2;1;0;0;1;10;4;6;4
59;2;1;2;1;0;0;3;3;4;5
29;10;2;2;1;1;0;8;4;5;1
49;10;1;2;0;0;0;12;4;1;2
37;1;1;0;0;1;1;6;1;3;3
24;5;2;0;0;0;1;11;4;5;2
24;9;2;3;0;0;0;9;1;4;3
22;1;1;0;0;0;1;3;2;6;5
37;8;2;0;0;0;0;8;2;5;3
41;8;0;2;0;1;0;8;5;4;4
35;2;0;3;1;1;1;8;5;3;1
21;6;0;0;1;0;0;10;2;2;4
23;7;0;0;0;0;0;4;5;3;3
46;0;1;0;1;0;1;7;3;2;1
30;4;1;2;0;0;0;12;1;3;5
43;0;0;2;0;1;0;7;5;4;4
49;7;2;2;0;0;1;9;3;4;5
59;8;2;0;1;0;0;12;4;2;3
28;0;2;3;1;0;1;8;5;3;1
49;9;1;2;0;0;1;10;1;1;5
50;7;2;0;1;0;0;3;1;3;4
45;1;0;1;0;0;1;7;1;3;1
54;4;1;1;1;0;0;3;4;5;4
23;0;1;0;0;1;1;7;1;2;5
48;8;0;0;1;0;0;8;3;3;1
21;0;2;0;1;1;1;6;2;2;4
26;4;2;0;0;0;1;5;1;4;4
31;2;0;1;0;1;1;3;2;1;1
48;10;2;0;1;1;0;9;5;6;2
39;4;0;2;0;1;1;4;1;1;5
56;2;0;0;0;0;0;10;4;5;2
59;8;1;1;0;0;1;6;2;5;2
58;9;1;1;0;1;0;3;1;3;1
28;8;1;3;1;1;1;9;4;2;2
27;0;1;2;0;1;0;12;5;4;1
31;6;1;0;1;0;0;8;5;6;4
52;5;1;3;1;0;0;11;1;1;5
51;4;0;2;1;0;0;10;4;4;1
41;10;0;1;0;1;1;9;1;6;1
46;4;0;2;1;1;0;3;4;5;5
39;0;2;1;1;0;0;10;5;6;3
59;4;0;0;1;0;0;6;2;4;4
48;9;2;3;0;0;0;10;1;1;3
53;10;2;0;0;0;1;5;2;6;1
43;4;1;1;1;0;0;12;4;4;2
28;1;0;1;0;1;0;6;3;3;4
59;10;2;0;0;1;0;11;2;2;3
52;3;0;2;1;0;1;10;4;1;1
32;0;2;3;1;1;1;4;4;4;3
30;0;2;3;0;1;1;12;5;6;4
30;7;0;3;1;1;1;5;3;3;2
22;4;2;3;1;0;0;12;4;1;1
33;4;2;1;1;0;1;5;3;3;4
60;7;0;0;1;0;0;2;2;3;4
55;8;2;3;0;1;0;11;5;6;3
29;6;2;1;0;0;1;9;3;3;5
35;8;1;3;1;1;1;9;3;5;2
25;8;0;0;0;1;1;12;5;4;1
20;0;2;2;1;0;0;4;4;6;1
27;5;0;1;0;1;1;7;2;6;2
27;0;2;1;1;1;1;4;5;3;3
33;10;1;0;1;0;0;4;3;5;5
58;5;2;1;0;0;1;9;3;2;5
22;6;2;1;0;0;1;5;4;5;2
55;7;2;1;1;0;1;3;1;1;4
38;4;2;2;0;0;1;10;4;1;2
40;5;0;1;1;0;0;10;3;5;2
58;1;1;2;1;1;0;2;4;3;3
54;9;0;0;1;1;0;9;2;2;2
53;2;0;0;1;1;1;11;5;2;5
48;6;1;1;1;0;0;8;5;4;1
49;3;1;1;0;0;0;4;1;4;1
38;7;0;0;1;0;1;8;3;2;1
36;2;2;0;1;1;0;6;4;4;3
33;5;0;1;0;0;1;3;3;3;1
46;7;1;0;1;1;1;11;4;2;5
52;8;2;1;1;1;1;5;2;6;4
50;3;2;2;1;1;1;9;2;1;1
32;0;0;1;0;0;1;3;4;5;5
50;10;1;2;1;0;1;3;2;2;4
40;3;0;1;1;1;0;4;4;2;4
26;0;1;3;0;0;0;12;4;5;4
38;3;1;3;0;0;1;9;5;6;4
54;0;2;2;1;1;0;7;5;3;5
32;0;0;2;1;0;1;3;5;4;5
45;8;0;1;0;0;0;2;4;4;2
31;8;2;2;1;0;1;9;1;3;5
33;5;0;2;1;1;0;9;4;5;5
25;1;2;3;0;0;0;6;3;6;5
21;0;1;3;0;0;0;5;5;3;1
22;0;0;2;1;0;1;8;4;6;1
51;0;0;0;0;0;1;4;3;1;4
40;0;0;3;0;0;0;12;4;2;3
22;8;2;2;0;0;0;9;3;4;3
51;5;0;3;1;1;0;6;5;4;3
54;2;0;1;1;0;0;6;1;6;3
21;0;2;1;0;1;1;3;5;3;1
32;4;2;1;0;0;1;9;4;3;5
43;5;0;0;0;1;0;8;4;1;1
24;0;2;3;0;1;0;10;2;1;4
20;4;2;2;0;0;0;6;3;6;1
35;1;2;1;0;1;1;12;2;3;2
42;2;0;3;0;1;0;9;4;4;5
51;2;2;0;1;1;0;2;2;4;1
33;3;2;3;1;0;1;2;4;5;2
56;10;0;3;1;1;0;6;2;2;2
33;6;1;0;0;0;1;7;1;6;2
47;0;0;1;1;0;0;8;2;5;2
58;0;1;0;0;1;1;10;1;1;3
50;5;1;0;1;0;1;6;1;3;4
31;2;1;1;0;1;0;10;2;1;5
27;0;0;2;0;1;0;6;3;3;5
49;4;2;0;1;1;0;2;2;2;3
56;10;0;0;1;1;1;4;1;1;2
58;9;2;3;0;0;0;12;4;4;4
58;7;0;1;0;0;1;7;2;1;5
52;9;1;1;1;1;1;2;2;6;2
52;10;0;2;1;0;1;5;1;1;2
34;3;1;2;0;0;1;7;1;1;2
59;1;2;1;1;0;1;12;2;1;2
49;8;1;2;0;0;1;6;3;2;1
52;10;0;0;1;1;1;4;3;2;1
36;9;1;2;0;0;0;12;3;4;5
39;1;0;2;0;0;0;5;5;6;3
45;2;0;0;0;0;1;12;3;5;5
53;2;1;1;0;0;1;2;3;6;3
20;5;0;2;1;1;1;8;3;1;1
35;5;1;1;1;1;1;7;3;2;4
22;6;1;3;1;1;0;8;1;4;5
35;10;0;1;0;0;0;11;2;3;1
34;2;0;2;0;0;1;9;5;1;2
57;10;2;1;0;1;0;8;4;3;4
51;6;1;0;0;1;0;6;3;5;5
53;5;2;0;0;1;0;6;3;3;3
51;6;2;2;0;1;0;7;2;2;5
56;5;2;0;0;0;0;7;1;1;2
41;5;0;2;1;1;1;6;1;4;2
51;0;1;0;1;1;1;4;1;1;2
53;5;2;2;1;0;1;2;5;6;5
59;6;2;2;1;1;1;5;4;1;1
38;7;0;3;1;0;1;2;5;4;1
23;3;1;1;1;1;0;5;2;2;3
20;9;2;3;0;0;0;3;5;4;4
30;4;0;1;1;1;0;10;5;6;3
22;9;0;0;0;0;0;12;5;5;3
38;2;1;2;1;1;0;9;5;1;2
45;10;2;3;1;0;0;6;4;4;1
26;2;2;2;0;0;0;3;5;5;3
46;6;1;1;1;1;1;10;2;6;3
46;9;2;1;0;0;0;6;2;5;2
32;2;1;3;1;1;1;12;5;6;2
58;5;2;3;1;0;0;2;4;5;4
35;0;2;3;0;0;1;8;4;5;1
39;2;2;3;0;0;1;11;4;4;2
41;1;2;2;1;1;0;7;1;3;5
55;6;0;3;1;1;0;3;4;2;3
49;6;1;2;0;0;1;9;1;4;5
26;8;1;2;1;0;1;10;2;2;5
48;2;2;3;0;0;0;8;5;5;4
38;7;1;0;1;0;0;12;5;5;5
57;7;1;2;0;0;1;4;3;4;5
50;9;2;0;0;1;1;4;3;5;5
26;8;1;2;0;0;0;6;1;6;2
47;5;2;1;1;1;1;6;4;3;5
30;9;0;3;0;1;0;6;5;1;5
28;9;1;2;0;0;1;6;4;2;4
28;10;0;2;0;1;0;8;2;2;4
26;10;1;0;1;1;0;11;5;1;5
23;2;1;3;1;0;0;9;5;4;5
53;5;1;0;1;1;1;7;3;3;2
21;4;1;1;0;0;1;3;3;5;5
21;3;2;1;1;1;1;11;1;3;2
26;4;0;3;0;0;0;8;3;6;5
60;0;2;3;1;1;0;11;1;3;1
60;10;2;2;0;1;0;2;5;5;5
39;5;1;3;0;1;0;8;3;6;3
39;4;2;3;0;0;1;3;2;2;3
50;10;1;1;1;0;0;3;5;3;4
23;1;0;1;0;0;1;3;1;1;1
20;2;1;2;1;1;0;12;5;2;2
34;7;2;0;0;1;0;10;5;5;2
55;8;2;3;0;1;0;11;5;6;2
46;7;1;2;0;1;0;6;3;2;1
44;0;2;1;1;1;0;4;2;5;2
29;8;1;0;0;0;0;12;5;2;3
44;6;0;3;0;0;1;5;1;1;1
35;9;0;1;1;1;1;9;5;4;4
44;7;1;0;0;1;0;9;5;1;2
44;3;1;0;1;1;0;5;4;5;2
29;6;1;1;1;1;1;6;4;3;5
51;0;1;3;0;1;0;2;5;4;2
38;3;2;0;1;1;1;3;4;3;1
59;2;2;2;1;1;1;3;1;4;1
30;0;1;0;1;0;1;8;2;2;4
35;0;1;1;0;0;0;3;2;2;2
54;5;0;1;1;0;0;6;5;2;5
29;3;1;0;0;0;1;4;3;3;5
55;4;0;2;0;0;0;6;2;1;1
58;1;2;0;1;1;1;4;3;4;5
38;5;2;1;0;1;1;12;1;5;4
46;0;0;0;1;1;0;6;4;4;3
23;10;0;3;1;0;0;10;4;2;4
45;5;2;1;1;1;0;12;2;6;2
35;3;1;1;0;1;1;11;3;2;5
40;9;0;1;0;1;0;8;3;2;5
33;4;2;0;0;1;0;3;3;3;3
31;5;1;0;0;0;0;7;1;5;5
55;2;0;3;1;1;0;6;3;4;3
22;2;2;2;0;0;1;10;3;1;5
46;7;0;2;0;1;0;3;1;4;4
57;8;1;3;1;1;1;4;4;5;1
38;1;0;1;0;1;1;11;4;6;5
22;1;1;0;1;1;1;9;1;6;3
39;0;0;2;1;0;1;8;1;4;1
38;4;0;3;0;1;0;9;4;1;2
20;9;2;0;1;0;1;9;4;2;5
51;8;1;2;0;0;0;5;2;3;2
56;6;0;1;0;0;1;7;2;4;1
24;1;0;1;0;0;0;11;3;4;3
23;5;0;2;0;0;0;5;3;6;3
38;0;2;3;1;1;0;9;2;1;1
59;10;2;1;1;1;0;10;1;4;3
42;6;0;2;1;1;1;12;2;2;4
45;8;2;0;1;0;1;6;3;1;5
59;1;2;3;1;1;0;3;1;6;4
26;6;1;3;1;0;1;2;4;3;5
22;3;0;3;0;1;0;2;3;1;4
33;9;1;0;1;1;0;8;5;1;2
50;1;1;1;1;1;0;5;4;1;1
56;4;2;2;1;0;0;7;1;4;3
51;7;1;2;1;0;0;2;4;6;5
53;8;0;3;0;1;1;3;4;3;3
34;6;0;3;0;1;0;11;1;2;5
44;10;1;0;1;1;0;9;4;2;3
26;10;0;3;1;1;0;2;2;6;5
40;6;1;3;1;1;1;3;3;3;3
27;10;0;0;1;0;0;4;3;3;4
55;3;0;0;1;0;1;11;1;4;2
30;3;1;2;1;1;0;5;4;6;3
24;6;2;3;1;0;0;8;2;4;3
32;2;0;3;0;0;0;7;5;1;1
55;2;2;1;0;1;0;3;5;6;3
50;8;1;3;1;1;0;12;5;5;3
42;2;1;0;0;0;1;10;2;1;3
50;1;1;0;1;1;0;10;4;3;4
44;9;1;0;0;0;0;2;4;5;4
42;3;2;0;0;0;0;11;3;3;1
37;9;1;1;0;1;0;8;2;1;3
59;0;2;1;0;1;1;12;2;6;5
35;1;1;0;1;1;1;12;2;1;3
23;6;0;3;1;1;0;5;1;6;2
44;2;1;2;0;0;0;6;4;3;5
52;5;1;2;0;0;0;3;1;5;2
49;1;1;0;0;0;1;4;3;5;4
40;1;1;1;1;1;1;7;4;1;1
30;1;1;1;0;1;0;3;4;2;3
52;1;2;2;1;1;0;4;5;5;5
57;5;2;2;1;1;0;2;3;5;5
37;5;1;3;0;1;0;12;5;5;3
34;3;0;1;0;0;1;12;3;6;2
28;10;2;0;1;1;1;8;4;6;4
31;8;1;1;0;0;1;4;5;1;4
41;8;0;3;1;0;0;2;1;4;3
30;3;0;1;0;1;0;9;3;4;1
56;7;2;1;1;0;1;6;5;3;1
43;1;1;3;1;1;1;4;3;1;2
35;4;1;0;0;0;1;3;4;2;1
36;4;2;0;0;1;0;6;4;4;1
29;3;0;1;1;1;1;8;1;4;1
43;0;2;3;0;1;0;7;3;6;3
57;10;0;0;0;0;0;4;1;2;5
33;2;0;2;0;1;0;12;2;6;5
32;1;0;2;0;0;1;2;4;2;4
30;7;1;0;0;1;1;4;1;1;1
60;0;0;0;1;0;0;8;5;1;2
22;10;1;0;0;1;0;6;1;3;5
28;10;2;2;0;0;1;12;4;5;5
56;9;2;0;1;0;0;2;1;4;1
45;4;2;1;0;0;1;4;2;6;2
21;9;0;0;0;0;1;7;5;5;3
34;1;1;0;1;0;1;2;2;2;3
52;7;2;0;1;1;0;12;2;5;4
35;6;1;2;1;0;0;7;1;2;5
41;10;0;3;0;1;1;5;3;5;4
31;1;0;1;0;0;0;3;1;6;2
39;8;2;2;0;0;0;8;3;3;2
48;3;2;2;0;1;1;10;1;3;2
42;0;0;2;1;1;1;7;4;6;2
50;5;2;1;0;1;1;6;1;3;1
54;4;0;1;0;0;0;9;1;4;1
28;4;0;3;1;1;0;5;4;5;1
39;1;0;0;1;1;1;6;2;5;4
23;9;1;2;1;1;0;9;3;4;4
38;2;0;1;0;1;0;6;3;6;4
44;2;2;2;0;0;0;2;2;2;1
35;5;0;3;1;0;0;6;2;1;5
59;8;1;2;1;0;0;12;3;5;4
55;4;2;3;1;0;1;7;1;5;1
48;3;1;3;0;0;1;12;5;1;5
42;8;1;1;1;0;1;6;4;5;4
43;6;1;0;0;0;1;2;3;6;3
51;8;1;2;0;0;1;2;3;4;1
51;5;0;1;1;1;1;7;2;2;3
45;6;2;0;1;0;0;11;3;1;5
57;6;2;0;1;1;0;9;3;5;1
51;8;0;3;1;0;0;2;5;5;5
25;4;2;0;0;1;1;2;3;6;5
45;3;0;1;0;1;0;2;4;5;2
40;9;1;3;0;0;0;2;2;5;5
58;3;0;1;1;1;0;5;2;4;1
